Id,FID_1,LCGROUP,LCTYPE,AREA,GROSS_AREA,_count,_sum,_mean,JanVVmean,FebVVmean,MarchVVmean,AprilVVmean,MayVVmean,JuneVVmean,JulyVVmean,AugVVmean,SepVVmean,JanVVrange,FebVVrange,MarchVVrange,AprilVVrange,MayVVrange,JuneVVrange,JulyVVrange,AugVVrange,SeptVVrange,JanVVvariance,FebVVvariance,MarVVvariance,AprilVVvariance,MayVVvariance,JuneVVvariance,JulyVVvariance,AugVVvariance,SeptVVvariance,JanVHmean,FebVHmean,MarchVHmean,AprilVHmean,MayVHmean,JuneVHmean,JulyVHmean,AugVHmean,SepVHmean,JanVHrange,FebVHrange,MarchVHrange,AprilVHrange,MayVHrange,JuneVHrange,JulyVHrange,AugVHrange,SeptVHrange,JanVHvariance,FebVHvariance,MarVHvariance,AprilVHvariance,MayVHvariance,JuneVHvariance,JulyVHvariance,AugVHvariance,SeptVHvariance,JanVVmedian,FebVVmedian,MarVVmedian,AprilVVmedian,MayVVmedian,JuneVVmedian,JulyVVmedian,AugVVmedian,SeptVVmedian,JanVHvariance,FebVHvariance,MarVHvariance,AprilVHvariance,MayVHvariance,JuneVHvariance,JulyVHvariance,AugVHvariance,SeptVHvariance
0,NT/64875/24279,Arable,TGRS5,9.385,9.385,937,-18411.50758,-19.64942111,-12.65723882,-10.27843262,-13.37175568,-9.8400889,-12.68902915,-16.35118756,-12.9923137,-13.21133322,-19.16990252,7.142048836,10.37062502,9.405637741,10.33293653,11.49614763,12.09872818,10.80488491,8.350605965,9.610747337,2.238384024,1.455627999,1.840172,3.183139596,2.667100879,5.19261169,1.935695131,1.709267659,2.517191334,-22.02310109,-19.02102376,-21.89683534,-18.19248137,-20.17229922,-21.26383922,-18.78739306,-19.0406172,-19.16990252,11.60237312,12.85783577,10.72096825,10.92192364,10.71248341,12.09405518,9.351454735,10.98362064,9.610747337,3.757620719,3.534324509,3.367830886,4.083172401,3.282289226,3.4305425,2.443561643,3.191160704,2.517191334,-12.84882832,-10.45694113,-13.47022724,-9.898035049,-12.86471176,-16.72351074,-13.11796951,-13.3416357,-13.51636934,-22.41341019,-19.26541996,-22.20221901,-18.65171623,-20.32393646,-21.24350548,-18.99897194,-19.31255722,-19.2716732
0,NT/64875/24279,Permanent Grassland,PGRS,0.925,0.974,98,-1626.831294,-16.60031933,-8.980487789,-7.654155972,-9.110967825,-6.030321734,-8.250426405,-8.606973634,-8.735204112,-10.33058026,-14.87135918,8.772001743,7.667926073,8.554836273,6.756116867,7.101782799,8.589830875,6.929466724,6.83412981,9.603199005,2.800658786,2.939307539,3.143584709,2.187932202,2.694992449,4.353893778,3.852253988,2.976325627,6.368330257,-15.3562423,-14.30507145,-15.32273067,-13.11880429,-14.76700707,-15.73508011,-13.8965345,-14.79114134,-14.87135918,9.962759972,8.839243889,11.98994637,8.102853775,9.776725769,9.712685585,8.502977371,9.640403748,9.603199005,5.226295599,3.84939372,8.874907939,3.962654616,5.818973716,4.539795936,3.202577717,2.205254232,6.368330257,-9.079691887,-7.877858877,-8.953969955,-6.499468327,-7.822993755,-8.308722019,-8.363039017,-10.41516876,-8.227531433,-14.8584528,-14.39137316,-14.14824724,-12.84874344,-14.06576443,-15.32630682,-13.43820858,-14.487957,-14.89416695
0,NT/65454/24255,Arable,SB,13.644,13.744,1377,-25702.36745,-18.66548109,-10.14889494,-6.73330297,-10.94647287,-5.723589613,-12.25400152,-15.05403278,-11.80028289,-9.566632823,-19.12512645,8.301890373,10.50389671,8.52056694,9.399284124,9.697266102,12.88032341,9.338064671,10.98673439,11.63440037,2.360730789,1.53333874,1.512625043,1.816755258,2.572165655,5.814361302,2.951149348,3.119087168,3.157483596,-18.75158077,-15.48041073,-19.72857808,-14.13381603,-22.398968,-19.7108002,-19.97027743,-15.87855838,-19.12512645,10.27855682,9.878908157,11.91727638,10.33457279,18.10763741,13.09004307,12.6271553,12.17223167,11.63440037,2.580136078,2.963271111,3.213083527,2.910715725,7.991817045,3.331393256,3.698052619,4.462267074,3.157483596,-10.06910801,-6.576673031,-11.05371666,-5.782476425,-12.46618605,-15.47011471,-12.03464127,-9.536259651,-10.57273769,-18.94421005,-15.51238394,-20.06539536,-13.85717726,-23.14187336,-19.95798492,-20.08896637,-15.74691582,-19.36427402
0,NT/65454/24255,Arable,SB,6.511,6.511,653,-12385.55464,-18.96715872,-13.01925132,-9.718807683,-12.83209651,-9.217422695,-12.27568976,-15.13088744,-11.88892115,-10.12657877,-19.08959893,8.301045418,7.310220242,9.759163857,9.252636909,9.840531826,15.25752068,12.04900551,9.065308571,11.89845276,1.891223213,1.712403991,2.169834581,1.922715134,1.896822358,5.364343621,3.034056944,2.342621713,3.080395067,-20.73041622,-18.19112011,-20.95082679,-16.77239737,-22.5088354,-19.55971485,-19.98542865,-18.08397071,-19.08959893,10.58485126,10.40328789,11.04520798,10.21310234,15.57994938,12.42635155,13.71295071,10.69448471,11.89845276,3.958053711,3.860960026,3.73095727,2.402459696,7.290827328,4.045414716,4.511582288,2.82594346,3.080395067,-13.12226677,-9.899296761,-12.97411442,-9.277126312,-12.33927822,-15.32301617,-12.06451845,-10.12689114,-10.1021862,-20.99261665,-18.40205574,-21.29756546,-16.78907585,-22.98621178,-19.8833313,-20.36691952,-18.2457695,-19.55633736
0,NT/65454/24255,Arable,SB,1.922,1.922,195,-3569.529417,-18.30527906,-10.36949616,-8.745408855,-12.56585533,-7.180698181,-13.02050744,-15.1787836,-11.7380291,-9.672514767,-18.61777958,6.823837757,6.729757309,7.050051689,7.653796673,6.79046154,8.927015305,4.331177711,5.88186121,5.731790543,1.625844112,1.397673621,1.953064833,2.40877006,1.444196843,3.139186785,0.739938324,1.920198842,1.080986209,-19.19289016,-17.66393565,-20.8750983,-16.50045901,-23.06838277,-19.81451473,-19.5692059,-16.11380296,-18.61777958,6.650611877,7.829236031,6.396554947,6.927704811,9.214471817,7.380886078,7.220336914,6.549189568,5.731790543,1.581755436,2.646844372,1.794471358,2.05112857,3.918128696,2.51907709,2.177521819,2.396309793,1.080986209,-10.65991688,-8.839482307,-12.48391199,-7.477556229,-13.19062805,-15.51034451,-11.76442623,-9.965061188,-10.03717041,-19.08138847,-17.57998657,-20.98458672,-16.86104202,-23.33154678,-19.90751266,-19.8406477,-16.17192459,-18.7246151
0,NT/64875/24279,Permanent Grassland,PGRS,3.613,3.613,364,-6459.901208,-17.74698134,-11.08980271,-9.274063368,-11.52520703,-8.813453393,-10.1699043,-11.40710472,-10.86358938,-10.60179558,-16.57739389,10.00710773,10.28091812,10.45685005,9.860520363,10.87078333,11.00260973,10.32833767,11.36257696,9.59919548,3.100436008,4.035990345,4.189883016,3.629115563,5.726429969,5.473539908,4.577109192,6.178415087,3.583989834,-17.64817546,-16.37573095,-18.54367027,-15.62602951,-17.03436234,-17.77179006,-16.50061954,-16.17462532,-16.57739389,13.43537903,9.851132393,12.19522476,10.74394608,11.56252098,10.0671978,11.50669479,11.06922913,9.59919548,7.829582095,4.411003933,7.581445272,4.979261992,5.363200273,5.138521729,5.15505967,5.497082792,3.583989834,-11.34064674,-9.131917953,-11.74787664,-8.946600914,-10.08902979,-11.21825409,-11.09019423,-10.81618309,-10.85916424,-17.21569633,-16.60679531,-18.51117802,-15.69765377,-16.61167336,-18.06313324,-16.7147007,-16.44902039,-16.81353283
0,NT/65989/23995,Permanent Grassland,PGRS,0.733,0.733,73,-1217.777099,-16.68187806,-10.08215129,-8.324962287,-10.43017914,-8.398476392,-10.89999863,-10.46628132,-9.274847431,-11.14037702,-15.66692001,5.322605133,4.57851696,6.711812496,5.933494091,6.45156002,5.745105743,5.084871292,6.200982571,5.845567703,1.163407589,1.862547076,2.657844851,2.502548939,3.832477803,2.233350142,1.314915649,3.560708812,1.549414377,-17.78078069,-14.62445293,-16.64755804,-14.10076719,-15.77318807,-16.29637623,-15.42053006,-15.67701266,-15.66692001,8.054443359,5.238189697,6.532231331,7.131421089,6.122674942,7.180017471,6.5028162,6.272828102,5.845567703,3.915012349,1.931117573,2.12069257,2.98319951,2.962128923,2.683330486,2.607436726,1.116904149,1.549414377,-10.10568714,-8.389961243,-10.56885147,-8.223698616,-10.9066906,-10.56154823,-9.311377525,-11.91235828,-9.524007797,-17.70121288,-14.82551098,-16.38655281,-14.52889633,-16.18117905,-16.42826843,-15.70621681,-15.74587536,-16.02610016
0,NT/65454/24255,Permanent Grassland,PGRS,0.743,0.743,70,-1279.382462,-18.27689231,-12.20707952,-8.940354609,-12.07896101,-9.996630005,-11.3229891,-12.82810621,-11.2570182,-9.682887329,-16.55103566,5.866120338,5.865594387,8.176872253,9.361468315,6.399338722,9.801436901,7.334461212,7.917203903,8.223608017,1.35185659,1.634193179,4.689863102,4.854568659,1.900857904,4.76700767,2.796705573,2.812598712,5.133427666,-18.52173482,-15.9411249,-18.87877872,-15.87760465,-17.759636,-17.01789399,-17.39579636,-16.49605934,-16.55103566,7.065734863,8.164215088,9.373703003,7.552376747,9.694016457,8.775405884,10.92016506,6.134911537,8.223608017,2.771430007,2.983529392,4.087021496,3.018330399,6.058106253,3.268632562,6.112744975,1.69408803,5.133427666,-12.44404936,-9.30542469,-12.43687391,-10.2516942,-11.67859268,-13.44007874,-11.49547577,-9.612744331,-10.40781784,-18.20140266,-16.22299767,-18.96660614,-16.01725817,-17.79332161,-16.96494675,-17.62317467,-16.63115883,-16.79288292
0,NT/65454/24255,Permanent Grassland,PGRS,4.917,4.917,485,-8334.077163,-17.18366425,-10.06928823,-8.186296379,-10.09695892,-7.810650721,-10.40925124,-10.51559725,-9.816669579,-9.502021972,-16.28442462,10.62139893,9.975073814,10.78650093,9.570432901,10.23960209,11.40529346,10.08172226,10.52525091,9.475215912,3.086855952,3.427777833,4.449809474,2.980732989,4.472714408,6.355157811,4.824727502,2.879832242,3.734014985,-17.18791258,-14.99133765,-17.24924418,-14.23580211,-16.87302449,-16.8378659,-16.22488646,-15.64817763,-16.28442462,11.69715405,10.43340111,12.94740677,9.426880836,14.13700962,11.51504898,11.32420826,10.58952045,9.475215912,5.373602516,4.381183252,6.438912148,4.116619426,9.268841022,4.028280341,4.86380502,2.624082379,3.734014985,-10.0608263,-8.135808945,-10.11087704,-7.904268265,-10.47892284,-10.23468399,-9.999837875,-9.555528164,-9.843234539,-17.29891014,-15.11523533,-17.42568588,-14.47598648,-16.77161789,-16.68289757,-16.16482067,-15.60013628,-16.26555347
0,NT/65215/23722,Permanent Grassland,PGRS,1.422,1.422,142,-2525.285474,-17.78370052,-9.015191254,-8.067797909,-8.969117625,-7.772451948,-9.36914561,-9.434593698,-9.147446458,-9.309545764,-14.49630966,7.631297588,7.395924091,8.344300747,7.176932573,7.924184322,8.021804333,6.095261097,7.047241211,7.252176285,2.029754162,3.208649892,2.065918019,2.717917208,2.83677847,3.346878564,1.460307248,2.474474656,2.427645868,-14.60001022,-13.57373013,-15.1233541,-12.72729087,-14.11353244,-15.41531051,-14.93117504,-15.22597205,-14.49630966,9.199140549,6.60007,7.731973648,6.401798248,8.529872894,7.908210754,7.29015255,9.689362526,7.252176285,3.783679664,2.531275189,2.325376291,1.456409321,2.571417294,1.855676267,2.716532014,3.654016357,2.427645868,-8.87403965,-8.037983418,-8.674066544,-7.857439518,-9.412085533,-9.420436382,-9.061430931,-9.230118752,-8.695830822,-14.76334429,-13.69044733,-15.17357206,-12.56229782,-13.64434052,-15.4758563,-15.01344967,-15.33742237,-14.10470676
0,NT/64966/23671,Arable,SB,3.906,3.906,389,-6980.848595,-17.94562621,-9.353293828,-4.592711355,-8.577474846,-5.428020504,-12.4185248,-15.0034414,-11.11490562,-10.73330028,-19.3024587,9.456809044,10.00553787,7.836389065,9.578551888,7.965174198,13.33122015,7.469853878,8.99047327,8.922493935,2.691359502,2.181369023,2.416832411,2.191028478,1.668240089,3.954494327,1.613746004,2.656616227,2.714866788,-17.692976,-13.5447383,-17.40829343,-13.68170616,-23.10538443,-20.1398333,-19.26618894,-16.96086491,-19.3024587,9.190193176,8.718383789,8.108910561,7.125104904,14.5066576,13.54728603,10.75071239,8.804870605,8.922493935,2.240479285,2.201436133,2.065301048,1.86864806,6.329537645,3.462840012,3.098987349,2.179809141,2.714866788,-9.207931995,-4.479489326,-8.272607803,-5.240180969,-12.44404125,-15.06408215,-11.35227299,-10.95137215,-11.0229311,-17.63870716,-13.23111725,-17.47451973,-13.84533644,-23.41591072,-20.26776981,-19.48375893,-17.08370018,-19.38026524
0,NT/65730/23054,Arable,SB,4.006,4.006,402,-7165.42804,-17.82444786,-10.30507684,-6.354694496,-11.04041405,-6.779123227,-12.76145221,-15.23740738,-10.71493771,-12.46210888,-19.85996993,9.478722334,8.811691761,6.432189941,6.619682789,5.791484833,9.420017242,5.721718788,6.852603912,8.579496384,1.851993194,1.401632982,1.587605646,1.700891981,0.902817186,2.803935243,1.324061868,1.283767792,1.797147239,-18.67760792,-14.99113859,-19.63019123,-14.71729122,-23.14463907,-20.92647739,-20.27541445,-18.92829757,-19.85996993,6.906988144,10.90120506,6.271226883,7.17244339,11.52821636,10.04769707,10.78528595,10.46939087,8.579496384,1.087977754,1.991507456,1.16616832,1.781894728,3.520604219,2.896176878,2.489651622,3.32337671,1.797147239,-10.40125179,-6.226316452,-11.14060593,-6.845955849,-12.91861868,-15.4159584,-11.00114632,-12.49662352,-11.30172396,-18.77385139,-14.94432449,-19.70811939,-14.80008698,-23.37056255,-20.99814224,-20.17823219,-18.74533939,-19.97824574
0,NT/65424/23023,Arable,SB,5.911,5.911,594,-10663.48913,-17.95200191,-10.63133648,-9.196530806,-11.23041689,-5.435819047,-12.40897305,-16.25692301,-10.83129835,-12.41346147,-20.07136821,7.350269318,7.450408936,7.967272758,5.507866144,8.896721363,13.32639408,6.645134926,7.253985405,11.42746449,1.87161779,1.277007955,1.526402759,1.018913401,1.635325517,4.598084014,1.095365034,1.445486521,3.466653904,-19.55327744,-17.5037167,-19.33773473,-13.42474643,-21.75000607,-20.251669,-19.97640974,-20.0144829,-20.07136821,10.76813126,8.454767227,9.889367104,7.189579964,14.54659557,11.99201393,12.73745346,10.48295307,11.42746449,2.536833825,2.023630725,1.761385358,1.278999744,5.134133829,3.106267345,3.297099801,3.040491983,3.466653904,-10.63389206,-9.162718773,-11.3956213,-5.538527489,-12.5324688,-16.69990158,-10.84293604,-12.38474464,-10.39096975,-19.71277618,-17.71455193,-19.45055866,-13.45108128,-22.27885628,-20.54092407,-20.03139782,-20.2421627,-20.27378273
0,NT/65540/23253,Arable,SB,6.232,6.232,624,-10609.4844,-17.00237885,-11.14493298,-9.152961771,-12.13206154,-6.155684417,-12.18844908,-16.57931361,-11.07070261,-11.77740512,-20.35133083,6.460412502,6.747856617,8.105228424,6.216774702,7.315299988,13.06446457,7.593819618,7.020168304,10.33607197,1.330355939,0.950506353,1.310826664,1.207832669,1.222497914,4.688984841,1.38019097,1.115164714,2.746044453,-20.27779058,-18.02439285,-19.5789219,-14.18272914,-22.96677739,-19.98521136,-19.38078567,-19.15371959,-20.35133083,10.75599289,8.030013084,9.427941322,7.874308586,13.43673897,11.39657688,9.165349007,9.831963539,10.33607197,2.481681373,1.570140404,1.754817237,1.638152948,5.851973749,3.779206137,2.350427265,2.20930733,2.746044453,-11.09476376,-9.158880234,-12.02933788,-6.219174385,-12.3055954,-16.92469597,-11.05473185,-11.78716946,-10.2793479,-20.32337761,-18.15644646,-19.62552834,-14.22432899,-23.18270206,-19.85576153,-19.47535324,-19.08288574,-20.49718571
